,mixed_file,orig_file,noise_file,snr,mixed_spec,orig_spec,noise_spec
1130.wav,./audio/mixed/1130.wav,./audio/target/e1-finger-tune_1_split_39.wav,./audio/noise/1-43764-A-34_split_1.wav,1,./audio/mixed_specs/1130.wav.npy,./audio/target_specs/e1-finger-tune_1_split_39.wav.npy,./audio/noise_specs/1-43764-A-34_split_1.wav.npy
1131.wav,./audio/mixed/1131.wav,./audio/target/g3-strum2-tune_split_25.wav,./audio/noise/big_hair_drums_split_6.wav,2,./audio/mixed_specs/1131.wav.npy,./audio/target_specs/g3-strum2-tune_split_25.wav.npy,./audio/noise_specs/big_hair_drums_split_6.wav.npy
1132.wav,./audio/mixed/1132.wav,./audio/target/g3-strum2-tune_split_33.wav,./audio/noise/do_piano_split_4.wav,3,./audio/mixed_specs/1132.wav.npy,./audio/target_specs/g3-strum2-tune_split_33.wav.npy,./audio/noise_specs/do_piano_split_4.wav.npy
1133.wav,./audio/mixed/1133.wav,./audio/target/g3-strum2-tune_split_27.wav,./audio/noise/2-72547-B-14_split_2.wav,1,./audio/mixed_specs/1133.wav.npy,./audio/target_specs/g3-strum2-tune_split_27.wav.npy,./audio/noise_specs/2-72547-B-14_split_2.wav.npy
1134.wav,./audio/mixed/1134.wav,./audio/target/e1-finger-100_1_split_6.wav,./audio/noise/1-80841-A-13_split_1.wav,2,./audio/mixed_specs/1134.wav.npy,./audio/target_specs/e1-finger-100_1_split_6.wav.npy,./audio/noise_specs/1-80841-A-13_split_1.wav.npy
1135.wav,./audio/mixed/1135.wav,./audio/target/e3-finger-100_split_4.wav,./audio/noise/2-116400-A-0_split_1.wav,3,./audio/mixed_specs/1135.wav.npy,./audio/target_specs/e3-finger-100_split_4.wav.npy,./audio/noise_specs/2-116400-A-0_split_1.wav.npy
1136.wav,./audio/mixed/1136.wav,./audio/target/d3-pick-tune_split_16.wav,./audio/noise/bar_music_split_118.wav,4,./audio/mixed_specs/1136.wav.npy,./audio/target_specs/d3-pick-tune_split_16.wav.npy,./audio/noise_specs/bar_music_split_118.wav.npy
1137.wav,./audio/mixed/1137.wav,./audio/target/a1-pick-100_1_split_12.wav,./audio/noise/5-219318-A-31_split_1.wav,1,./audio/mixed_specs/1137.wav.npy,./audio/target_specs/a1-pick-100_1_split_12.wav.npy,./audio/noise_specs/5-219318-A-31_split_1.wav.npy
1138.wav,./audio/mixed/1138.wav,./audio/target/d2-pick-120_split_6.wav,./audio/noise/1-51805-C-33_split_1.wav,4,./audio/mixed_specs/1138.wav.npy,./audio/target_specs/d2-pick-120_split_6.wav.npy,./audio/noise_specs/1-51805-C-33_split_1.wav.npy
1139.wav,./audio/mixed/1139.wav,./audio/target/e1-finger-tune_1_split_13.wav,./audio/noise/2-82367-A-10_split_2.wav,2,./audio/mixed_specs/1139.wav.npy,./audio/target_specs/e1-finger-tune_1_split_13.wav.npy,./audio/noise_specs/2-82367-A-10_split_2.wav.npy
1140.wav,./audio/mixed/1140.wav,./audio/target/g2-strum-144_split_10.wav,./audio/noise/choir_christie_split_48.wav,2,./audio/mixed_specs/1140.wav.npy,./audio/target_specs/g2-strum-144_split_10.wav.npy,./audio/noise_specs/choir_christie_split_48.wav.npy
1141.wav,./audio/mixed/1141.wav,./audio/target/b2-strum-120_1_split_1.wav,./audio/noise/practiceroom_split_22.wav,2,./audio/mixed_specs/1141.wav.npy,./audio/target_specs/b2-strum-120_1_split_1.wav.npy,./audio/noise_specs/practiceroom_split_22.wav.npy
1142.wav,./audio/mixed/1142.wav,./audio/target/g2-pick-100_split_24.wav,./audio/noise/church_organ_split_53.wav,1,./audio/mixed_specs/1142.wav.npy,./audio/target_specs/g2-pick-100_split_24.wav.npy,./audio/noise_specs/church_organ_split_53.wav.npy
1143.wav,./audio/mixed/1143.wav,./audio/target/g3-strum2-tune_split_6.wav,./audio/noise/2-125875-A-13_split_1.wav,2,./audio/mixed_specs/1143.wav.npy,./audio/target_specs/g3-strum2-tune_split_6.wav.npy,./audio/noise_specs/2-125875-A-13_split_1.wav.npy
1144.wav,./audio/mixed/1144.wav,./audio/target/g3-finger2-tune_split_4.wav,./audio/noise/devils_etude_split_59.wav,4,./audio/mixed_specs/1144.wav.npy,./audio/target_specs/g3-finger2-tune_split_4.wav.npy,./audio/noise_specs/devils_etude_split_59.wav.npy
1145.wav,./audio/mixed/1145.wav,./audio/target/a1-strum-120_1_split_8.wav,./audio/noise/5-178997-A-24_split_2.wav,4,./audio/mixed_specs/1145.wav.npy,./audio/target_specs/a1-strum-120_1_split_8.wav.npy,./audio/noise_specs/5-178997-A-24_split_2.wav.npy
1146.wav,./audio/mixed/1146.wav,./audio/target/g2-pick-100_split_30.wav,./audio/noise/2-188822-B-40_split_1.wav,2,./audio/mixed_specs/1146.wav.npy,./audio/target_specs/g2-pick-100_split_30.wav.npy,./audio/noise_specs/2-188822-B-40_split_1.wav.npy
1147.wav,./audio/mixed/1147.wav,./audio/target/e1-strum-100_split_28.wav,./audio/noise/practiceroom_split_30.wav,2,./audio/mixed_specs/1147.wav.npy,./audio/target_specs/e1-strum-100_split_28.wav.npy,./audio/noise_specs/practiceroom_split_30.wav.npy
1148.wav,./audio/mixed/1148.wav,./audio/target/a2-pick2-tune_split_13.wav,./audio/noise/2-66205-A-23_split_2.wav,3,./audio/mixed_specs/1148.wav.npy,./audio/target_specs/a2-pick2-tune_split_13.wav.npy,./audio/noise_specs/2-66205-A-23_split_2.wav.npy
1149.wav,./audio/mixed/1149.wav,./audio/target/g2-pick-100_split_18.wav,./audio/noise/bygone_ep_split_5.wav,4,./audio/mixed_specs/1149.wav.npy,./audio/target_specs/g2-pick-100_split_18.wav.npy,./audio/noise_specs/bygone_ep_split_5.wav.npy
1150.wav,./audio/mixed/1150.wav,./audio/target/e4-strum-tune_split_6.wav,./audio/noise/bright_bass_split_3.wav,0,./audio/mixed_specs/1150.wav.npy,./audio/target_specs/e4-strum-tune_split_6.wav.npy,./audio/noise_specs/bright_bass_split_3.wav.npy
1151.wav,./audio/mixed/1151.wav,./audio/target/b2-pick-100_1_split_27.wav,./audio/noise/piano_loop_split_20.wav,1,./audio/mixed_specs/1151.wav.npy,./audio/target_specs/b2-pick-100_1_split_27.wav.npy,./audio/noise_specs/piano_loop_split_20.wav.npy
1152.wav,./audio/mixed/1152.wav,./audio/target/e3-pick-100_split_13.wav,./audio/noise/1-69760-A-16_split_2.wav,3,./audio/mixed_specs/1152.wav.npy,./audio/target_specs/e3-pick-100_split_13.wav.npy,./audio/noise_specs/1-69760-A-16_split_2.wav.npy
1153.wav,./audio/mixed/1153.wav,./audio/target/g3-pick-tune_split_2.wav,./audio/noise/5-212050-A-27_split_1.wav,4,./audio/mixed_specs/1153.wav.npy,./audio/target_specs/g3-pick-tune_split_2.wav.npy,./audio/noise_specs/5-212050-A-27_split_1.wav.npy
1154.wav,./audio/mixed/1154.wav,./audio/target/e1-strum-100_split_14.wav,./audio/noise/blues_ensemble_split_4.wav,2,./audio/mixed_specs/1154.wav.npy,./audio/target_specs/e1-strum-100_split_14.wav.npy,./audio/noise_specs/blues_ensemble_split_4.wav.npy
1155.wav,./audio/mixed/1155.wav,./audio/target/b3-pick2-tune_split_12.wav,./audio/noise/5-198278-C-7_split_1.wav,1,./audio/mixed_specs/1155.wav.npy,./audio/target_specs/b3-pick2-tune_split_12.wav.npy,./audio/noise_specs/5-198278-C-7_split_1.wav.npy
1156.wav,./audio/mixed/1156.wav,./audio/target/g3-finger2-tune_split_11.wav,./audio/noise/music_class_split_18.wav,1,./audio/mixed_specs/1156.wav.npy,./audio/target_specs/g3-finger2-tune_split_11.wav.npy,./audio/noise_specs/music_class_split_18.wav.npy
1157.wav,./audio/mixed/1157.wav,./audio/target/e1-pick-144_split_21.wav,./audio/noise/bass_solo_split_9.wav,0,./audio/mixed_specs/1157.wav.npy,./audio/target_specs/e1-pick-144_split_21.wav.npy,./audio/noise_specs/bass_solo_split_9.wav.npy
1158.wav,./audio/mixed/1158.wav,./audio/target/g2-finger-144_split_8.wav,./audio/noise/5-198411-G-20_split_1.wav,4,./audio/mixed_specs/1158.wav.npy,./audio/target_specs/g2-finger-144_split_8.wav.npy,./audio/noise_specs/5-198411-G-20_split_1.wav.npy
1159.wav,./audio/mixed/1159.wav,./audio/target/d2-pick-144_split_14.wav,./audio/noise/2-154688-A-31_split_2.wav,1,./audio/mixed_specs/1159.wav.npy,./audio/target_specs/d2-pick-144_split_14.wav.npy,./audio/noise_specs/2-154688-A-31_split_2.wav.npy
1160.wav,./audio/mixed/1160.wav,./audio/target/e4-finger-tune_split_12.wav,./audio/noise/bar_music_split_58.wav,3,./audio/mixed_specs/1160.wav.npy,./audio/target_specs/e4-finger-tune_split_12.wav.npy,./audio/noise_specs/bar_music_split_58.wav.npy
1161.wav,./audio/mixed/1161.wav,./audio/target/a2-pick2-tune_split_3.wav,./audio/noise/lincoln_split_87.wav,0,./audio/mixed_specs/1161.wav.npy,./audio/target_specs/a2-pick2-tune_split_3.wav.npy,./audio/noise_specs/lincoln_split_87.wav.npy
1162.wav,./audio/mixed/1162.wav,./audio/target/e2-finger2-tune_split_3.wav,./audio/noise/5-201172-A-46_split_1.wav,2,./audio/mixed_specs/1162.wav.npy,./audio/target_specs/e2-finger2-tune_split_3.wav.npy,./audio/noise_specs/5-201172-A-46_split_1.wav.npy
1163.wav,./audio/mixed/1163.wav,./audio/target/e1-strum-120_split_23.wav,./audio/noise/2-94230-A-27_split_1.wav,3,./audio/mixed_specs/1163.wav.npy,./audio/target_specs/e1-strum-120_split_23.wav.npy,./audio/noise_specs/2-94230-A-27_split_1.wav.npy
1164.wav,./audio/mixed/1164.wav,./audio/target/b2-pick-144_1_split_13.wav,./audio/noise/guitar_ambiance_split_33.wav,0,./audio/mixed_specs/1164.wav.npy,./audio/target_specs/b2-pick-144_1_split_13.wav.npy,./audio/noise_specs/guitar_ambiance_split_33.wav.npy
1165.wav,./audio/mixed/1165.wav,./audio/target/e3-pick-120_split_24.wav,./audio/noise/live_drums_split_2.wav,0,./audio/mixed_specs/1165.wav.npy,./audio/target_specs/e3-pick-120_split_24.wav.npy,./audio/noise_specs/live_drums_split_2.wav.npy
1166.wav,./audio/mixed/1166.wav,./audio/target/e2-finger2-tune_split_28.wav,./audio/noise/5-103416-A-2_split_2.wav,4,./audio/mixed_specs/1166.wav.npy,./audio/target_specs/e2-finger2-tune_split_28.wav.npy,./audio/noise_specs/5-103416-A-2_split_2.wav.npy
1167.wav,./audio/mixed/1167.wav,./audio/target/b3-pick2-tune_split_2.wav,./audio/noise/church_organ_split_7.wav,2,./audio/mixed_specs/1167.wav.npy,./audio/target_specs/b3-pick2-tune_split_2.wav.npy,./audio/noise_specs/church_organ_split_7.wav.npy
1168.wav,./audio/mixed/1168.wav,./audio/target/d2-strum-144_split_2.wav,./audio/noise/walk_jazz_split_9.wav,1,./audio/mixed_specs/1168.wav.npy,./audio/target_specs/d2-strum-144_split_2.wav.npy,./audio/noise_specs/walk_jazz_split_9.wav.npy
1169.wav,./audio/mixed/1169.wav,./audio/target/e2-strum2-tune_split_20.wav,./audio/noise/guitar_ambiance_split_12.wav,2,./audio/mixed_specs/1169.wav.npy,./audio/target_specs/e2-strum2-tune_split_20.wav.npy,./audio/noise_specs/guitar_ambiance_split_12.wav.npy
1170.wav,./audio/mixed/1170.wav,./audio/target/e3-pick-120_split_18.wav,./audio/noise/lincoln_split_67.wav,0,./audio/mixed_specs/1170.wav.npy,./audio/target_specs/e3-pick-120_split_18.wav.npy,./audio/noise_specs/lincoln_split_67.wav.npy
1171.wav,./audio/mixed/1171.wav,./audio/target/g2-finger-144_split_20.wav,./audio/noise/2-59321-A-49_split_2.wav,0,./audio/mixed_specs/1171.wav.npy,./audio/target_specs/g2-finger-144_split_20.wav.npy,./audio/noise_specs/2-59321-A-49_split_2.wav.npy
1172.wav,./audio/mixed/1172.wav,./audio/target/g3-finger-tune_split_8.wav,./audio/noise/5-198321-A-10_split_2.wav,3,./audio/mixed_specs/1172.wav.npy,./audio/target_specs/g3-finger-tune_split_8.wav.npy,./audio/noise_specs/5-198321-A-10_split_2.wav.npy
1173.wav,./audio/mixed/1173.wav,./audio/target/b2-strum-144_1_split_7.wav,./audio/noise/do_piano_split_7.wav,0,./audio/mixed_specs/1173.wav.npy,./audio/target_specs/b2-strum-144_1_split_7.wav.npy,./audio/noise_specs/do_piano_split_7.wav.npy
1174.wav,./audio/mixed/1174.wav,./audio/target/g2-pick-120_split_13.wav,./audio/noise/classical_piano_split_108.wav,1,./audio/mixed_specs/1174.wav.npy,./audio/target_specs/g2-pick-120_split_13.wav.npy,./audio/noise_specs/classical_piano_split_108.wav.npy
1175.wav,./audio/mixed/1175.wav,./audio/target/e2-finger2-tune_split_14.wav,./audio/noise/bass_solo_split_7.wav,2,./audio/mixed_specs/1175.wav.npy,./audio/target_specs/e2-finger2-tune_split_14.wav.npy,./audio/noise_specs/bass_solo_split_7.wav.npy
1176.wav,./audio/mixed/1176.wav,./audio/target/d2-pick-100_1_split_11.wav,./audio/noise/2-103426-A-3_split_1.wav,3,./audio/mixed_specs/1176.wav.npy,./audio/target_specs/d2-pick-100_1_split_11.wav.npy,./audio/noise_specs/2-103426-A-3_split_1.wav.npy
1177.wav,./audio/mixed/1177.wav,./audio/target/e1-strum-144_split_21.wav,./audio/noise/lincoln_split_54.wav,0,./audio/mixed_specs/1177.wav.npy,./audio/target_specs/e1-strum-144_split_21.wav.npy,./audio/noise_specs/lincoln_split_54.wav.npy
1178.wav,./audio/mixed/1178.wav,./audio/target/d3-pick2-tune_1_split_22.wav,./audio/noise/2-69131-A-5_split_1.wav,0,./audio/mixed_specs/1178.wav.npy,./audio/target_specs/d3-pick2-tune_1_split_22.wav.npy,./audio/noise_specs/2-69131-A-5_split_1.wav.npy
1179.wav,./audio/mixed/1179.wav,./audio/target/g3-finger-tune_split_23.wav,./audio/noise/5-194899-C-3_split_1.wav,2,./audio/mixed_specs/1179.wav.npy,./audio/target_specs/g3-finger-tune_split_23.wav.npy,./audio/noise_specs/5-194899-C-3_split_1.wav.npy
1180.wav,./audio/mixed/1180.wav,./audio/target/g2-pick-144_split_11.wav,./audio/noise/5-207781-A-17_split_1.wav,4,./audio/mixed_specs/1180.wav.npy,./audio/target_specs/g2-pick-144_split_11.wav.npy,./audio/noise_specs/5-207781-A-17_split_1.wav.npy
1181.wav,./audio/mixed/1181.wav,./audio/target/g2-finger-120_split_22.wav,./audio/noise/1-254507-A-43_split_1.wav,4,./audio/mixed_specs/1181.wav.npy,./audio/target_specs/g2-finger-120_split_22.wav.npy,./audio/noise_specs/1-254507-A-43_split_1.wav.npy
1182.wav,./audio/mixed/1182.wav,./audio/target/g3-strum-tune_split_21.wav,./audio/noise/walk_jazz_split_37.wav,0,./audio/mixed_specs/1182.wav.npy,./audio/target_specs/g3-strum-tune_split_21.wav.npy,./audio/noise_specs/walk_jazz_split_37.wav.npy
1183.wav,./audio/mixed/1183.wav,./audio/target/d2-finger-120_split_2.wav,./audio/noise/bar_music_split_16.wav,4,./audio/mixed_specs/1183.wav.npy,./audio/target_specs/d2-finger-120_split_2.wav.npy,./audio/noise_specs/bar_music_split_16.wav.npy
1184.wav,./audio/mixed/1184.wav,./audio/target/e4-finger2-tune_split_21.wav,./audio/noise/5-251426-A-30_split_2.wav,0,./audio/mixed_specs/1184.wav.npy,./audio/target_specs/e4-finger2-tune_split_21.wav.npy,./audio/noise_specs/5-251426-A-30_split_2.wav.npy
1185.wav,./audio/mixed/1185.wav,./audio/target/b2-finger-100_split_2.wav,./audio/noise/5-207836-A-29_split_1.wav,3,./audio/mixed_specs/1185.wav.npy,./audio/target_specs/b2-finger-100_split_2.wav.npy,./audio/noise_specs/5-207836-A-29_split_1.wav.npy
1186.wav,./audio/mixed/1186.wav,./audio/target/g2-strum-144_split_7.wav,./audio/noise/1-54747-A-46_split_2.wav,2,./audio/mixed_specs/1186.wav.npy,./audio/target_specs/g2-strum-144_split_7.wav.npy,./audio/noise_specs/1-54747-A-46_split_2.wav.npy
1187.wav,./audio/mixed/1187.wav,./audio/target/e1-finger-100_1_split_21.wav,./audio/noise/2-122763-A-29_split_1.wav,3,./audio/mixed_specs/1187.wav.npy,./audio/target_specs/e1-finger-100_1_split_21.wav.npy,./audio/noise_specs/2-122763-A-29_split_1.wav.npy
1188.wav,./audio/mixed/1188.wav,./audio/target/g2-strum-100_split_25.wav,./audio/noise/5-253534-A-26_split_2.wav,4,./audio/mixed_specs/1188.wav.npy,./audio/target_specs/g2-strum-100_split_25.wav.npy,./audio/noise_specs/5-253534-A-26_split_2.wav.npy
1189.wav,./audio/mixed/1189.wav,./audio/target/e1-pick-tune_split_26.wav,./audio/noise/5-215658-B-12_split_2.wav,4,./audio/mixed_specs/1189.wav.npy,./audio/target_specs/e1-pick-tune_split_26.wav.npy,./audio/noise_specs/5-215658-B-12_split_2.wav.npy
1190.wav,./audio/mixed/1190.wav,./audio/target/d2-pick-120_split_16.wav,./audio/noise/2-117615-B-48_split_1.wav,3,./audio/mixed_specs/1190.wav.npy,./audio/target_specs/d2-pick-120_split_16.wav.npy,./audio/noise_specs/2-117615-B-48_split_1.wav.npy
1191.wav,./audio/mixed/1191.wav,./audio/target/e1-strum-tune_split_22.wav,./audio/noise/2-81270-A-1_split_2.wav,1,./audio/mixed_specs/1191.wav.npy,./audio/target_specs/e1-strum-tune_split_22.wav.npy,./audio/noise_specs/2-81270-A-1_split_2.wav.npy
1192.wav,./audio/mixed/1192.wav,./audio/target/e1-pick-120_split_23.wav,./audio/noise/1-34094-B-5_split_2.wav,3,./audio/mixed_specs/1192.wav.npy,./audio/target_specs/e1-pick-120_split_23.wav.npy,./audio/noise_specs/1-34094-B-5_split_2.wav.npy
1193.wav,./audio/mixed/1193.wav,./audio/target/g2-strum-100_split_19.wav,./audio/noise/music_class_split_64.wav,3,./audio/mixed_specs/1193.wav.npy,./audio/target_specs/g2-strum-100_split_19.wav.npy,./audio/noise_specs/music_class_split_64.wav.npy
1194.wav,./audio/mixed/1194.wav,./audio/target/e2-pick2-tune_split_4.wav,./audio/noise/warming_up_split_15.wav,3,./audio/mixed_specs/1194.wav.npy,./audio/target_specs/e2-pick2-tune_split_4.wav.npy,./audio/noise_specs/warming_up_split_15.wav.npy
1195.wav,./audio/mixed/1195.wav,./audio/target/b3-pick-tune_split_19.wav,./audio/noise/walk_jazz_split_43.wav,3,./audio/mixed_specs/1195.wav.npy,./audio/target_specs/b3-pick-tune_split_19.wav.npy,./audio/noise_specs/walk_jazz_split_43.wav.npy
1196.wav,./audio/mixed/1196.wav,./audio/target/g2-finger-100_split_15.wav,./audio/noise/faded_expression_split_23.wav,0,./audio/mixed_specs/1196.wav.npy,./audio/target_specs/g2-finger-100_split_15.wav.npy,./audio/noise_specs/faded_expression_split_23.wav.npy
1197.wav,./audio/mixed/1197.wav,./audio/target/e4-strum2-tune_split_16.wav,./audio/noise/5-218494-A-22_split_2.wav,3,./audio/mixed_specs/1197.wav.npy,./audio/target_specs/e4-strum2-tune_split_16.wav.npy,./audio/noise_specs/5-218494-A-22_split_2.wav.npy
1198.wav,./audio/mixed/1198.wav,./audio/target/e1-finger-144_split_5.wav,./audio/noise/big_hair_drum_split_3.wav,0,./audio/mixed_specs/1198.wav.npy,./audio/target_specs/e1-finger-144_split_5.wav.npy,./audio/noise_specs/big_hair_drum_split_3.wav.npy
1199.wav,./audio/mixed/1199.wav,./audio/target/d3-pick2-tune_1_split_4.wav,./audio/noise/devils_etude_split_58.wav,1,./audio/mixed_specs/1199.wav.npy,./audio/target_specs/d3-pick2-tune_1_split_4.wav.npy,./audio/noise_specs/devils_etude_split_58.wav.npy
1200.wav,./audio/mixed/1200.wav,./audio/target/g2-finger-100_split_29.wav,./audio/noise/orchestra_tuning_split_91.wav,0,./audio/mixed_specs/1200.wav.npy,./audio/target_specs/g2-finger-100_split_29.wav.npy,./audio/noise_specs/orchestra_tuning_split_91.wav.npy
1201.wav,./audio/mixed/1201.wav,./audio/target/b3-pick-tune_split_25.wav,./audio/noise/lincoln_split_84.wav,0,./audio/mixed_specs/1201.wav.npy,./audio/target_specs/b3-pick-tune_split_25.wav.npy,./audio/noise_specs/lincoln_split_84.wav.npy
1202.wav,./audio/mixed/1202.wav,./audio/target/b2-pick-120_1_split_13.wav,./audio/noise/gu_piano_split_2.wav,1,./audio/mixed_specs/1202.wav.npy,./audio/target_specs/b2-pick-120_1_split_13.wav.npy,./audio/noise_specs/gu_piano_split_2.wav.npy
1203.wav,./audio/mixed/1203.wav,./audio/target/e1-pick-100_split_14.wav,./audio/noise/5-235644-A-30_split_2.wav,2,./audio/mixed_specs/1203.wav.npy,./audio/target_specs/e1-pick-100_split_14.wav.npy,./audio/noise_specs/5-235644-A-30_split_2.wav.npy
1204.wav,./audio/mixed/1204.wav,./audio/target/a2-pick-tune_split_30.wav,./audio/noise/2-135649-B-45_split_1.wav,3,./audio/mixed_specs/1204.wav.npy,./audio/target_specs/a2-pick-tune_split_30.wav.npy,./audio/noise_specs/2-135649-B-45_split_1.wav.npy
1205.wav,./audio/mixed/1205.wav,./audio/target/d2-pick-100_split_21.wav,./audio/noise/2-50668-B-41_split_1.wav,1,./audio/mixed_specs/1205.wav.npy,./audio/target_specs/d2-pick-100_split_21.wav.npy,./audio/noise_specs/2-50668-B-41_split_1.wav.npy
1206.wav,./audio/mixed/1206.wav,./audio/target/a2-pick-tune_split_24.wav,./audio/noise/bottom_dollar_horns_split_13.wav,0,./audio/mixed_specs/1206.wav.npy,./audio/target_specs/a2-pick-tune_split_24.wav.npy,./audio/noise_specs/bottom_dollar_horns_split_13.wav.npy
1207.wav,./audio/mixed/1207.wav,./audio/target/b3-finger2-tune_split_21.wav,./audio/noise/2-79775-A-26_split_2.wav,4,./audio/mixed_specs/1207.wav.npy,./audio/target_specs/b3-finger2-tune_split_21.wav.npy,./audio/noise_specs/2-79775-A-26_split_2.wav.npy
1208.wav,./audio/mixed/1208.wav,./audio/target/d3-pick2-tune_split_18.wav,./audio/noise/5-180229-A-27_split_1.wav,3,./audio/mixed_specs/1208.wav.npy,./audio/target_specs/d3-pick2-tune_split_18.wav.npy,./audio/noise_specs/5-180229-A-27_split_1.wav.npy
1209.wav,./audio/mixed/1209.wav,./audio/target/e1-pick-100_split_28.wav,./audio/noise/5-173568-A-33_split_2.wav,0,./audio/mixed_specs/1209.wav.npy,./audio/target_specs/e1-pick-100_split_28.wav.npy,./audio/noise_specs/5-173568-A-33_split_2.wav.npy
1210.wav,./audio/mixed/1210.wav,./audio/target/d3-pick-tune_split_7.wav,./audio/noise/5-195710-A-10_split_2.wav,3,./audio/mixed_specs/1210.wav.npy,./audio/target_specs/d3-pick-tune_split_7.wav.npy,./audio/noise_specs/5-195710-A-10_split_2.wav.npy
1211.wav,./audio/mixed/1211.wav,./audio/target/g2-strum-120_split_12.wav,./audio/noise/2-80482-A-20_split_2.wav,1,./audio/mixed_specs/1211.wav.npy,./audio/target_specs/g2-strum-120_split_12.wav.npy,./audio/noise_specs/2-80482-A-20_split_2.wav.npy
1212.wav,./audio/mixed/1212.wav,./audio/target/e4-finger2-tune_split_9.wav,./audio/noise/1-223162-A-25_split_1.wav,4,./audio/mixed_specs/1212.wav.npy,./audio/target_specs/e4-finger2-tune_split_9.wav.npy,./audio/noise_specs/1-223162-A-25_split_1.wav.npy
1213.wav,./audio/mixed/1213.wav,./audio/target/e2-pick2-tune_split_12.wav,./audio/noise/1-47923-A-28_split_1.wav,3,./audio/mixed_specs/1213.wav.npy,./audio/target_specs/e2-pick2-tune_split_12.wav.npy,./audio/noise_specs/1-47923-A-28_split_1.wav.npy
1214.wav,./audio/mixed/1214.wav,./audio/target/d2-pick-100_split_9.wav,./audio/noise/orchestra_pit_split_12.wav,1,./audio/mixed_specs/1214.wav.npy,./audio/target_specs/d2-pick-100_split_9.wav.npy,./audio/noise_specs/orchestra_pit_split_12.wav.npy
1215.wav,./audio/mixed/1215.wav,./audio/target/d3-pick2-tune_split_30.wav,./audio/noise/5-160614-A-48_split_2.wav,1,./audio/mixed_specs/1215.wav.npy,./audio/target_specs/d3-pick2-tune_split_30.wav.npy,./audio/noise_specs/5-160614-A-48_split_2.wav.npy
1216.wav,./audio/mixed/1216.wav,./audio/target/g2-pick-144_split_4.wav,./audio/noise/2-39441-A-19_split_1.wav,3,./audio/mixed_specs/1216.wav.npy,./audio/target_specs/g2-pick-144_split_4.wav.npy,./audio/noise_specs/2-39441-A-19_split_1.wav.npy
1217.wav,./audio/mixed/1217.wav,./audio/target/d3-pick2-tune_split_24.wav,./audio/noise/2-54961-A-23_split_2.wav,2,./audio/mixed_specs/1217.wav.npy,./audio/target_specs/d3-pick2-tune_split_24.wav.npy,./audio/noise_specs/2-54961-A-23_split_2.wav.npy
1218.wav,./audio/mixed/1218.wav,./audio/target/a2-pick-tune_split_18.wav,./audio/noise/f_vox_split_4.wav,3,./audio/mixed_specs/1218.wav.npy,./audio/target_specs/a2-pick-tune_split_18.wav.npy,./audio/noise_specs/f_vox_split_4.wav.npy
1219.wav,./audio/mixed/1219.wav,./audio/target/a2-pick-tune_split_19.wav,./audio/noise/electric_solo_split_124.wav,4,./audio/mixed_specs/1219.wav.npy,./audio/target_specs/a2-pick-tune_split_19.wav.npy,./audio/noise_specs/electric_solo_split_124.wav.npy
1220.wav,./audio/mixed/1220.wav,./audio/target/d3-pick2-tune_split_25.wav,./audio/noise/bygone_ensemble_split_11.wav,1,./audio/mixed_specs/1220.wav.npy,./audio/target_specs/d3-pick2-tune_split_25.wav.npy,./audio/noise_specs/bygone_ensemble_split_11.wav.npy
1221.wav,./audio/mixed/1221.wav,./audio/target/g2-pick-144_split_5.wav,./audio/noise/5-189237-A-12_split_2.wav,1,./audio/mixed_specs/1221.wav.npy,./audio/target_specs/g2-pick-144_split_5.wav.npy,./audio/noise_specs/5-189237-A-12_split_2.wav.npy
1222.wav,./audio/mixed/1222.wav,./audio/target/e4-finger2-tune_split_8.wav,./audio/noise/5-185579-B-41_split_2.wav,3,./audio/mixed_specs/1222.wav.npy,./audio/target_specs/e4-finger2-tune_split_8.wav.npy,./audio/noise_specs/5-185579-B-41_split_2.wav.npy
1223.wav,./audio/mixed/1223.wav,./audio/target/d3-pick-tune_split_6.wav,./audio/noise/5-194899-A-3_split_1.wav,2,./audio/mixed_specs/1223.wav.npy,./audio/target_specs/d3-pick-tune_split_6.wav.npy,./audio/noise_specs/5-194899-A-3_split_1.wav.npy
1224.wav,./audio/mixed/1224.wav,./audio/target/g2-strum-120_split_13.wav,./audio/noise/5-198891-B-8_split_1.wav,3,./audio/mixed_specs/1224.wav.npy,./audio/target_specs/g2-strum-120_split_13.wav.npy,./audio/noise_specs/5-198891-B-8_split_1.wav.npy
1225.wav,./audio/mixed/1225.wav,./audio/target/e1-pick-100_split_29.wav,./audio/noise/2-28314-B-12_split_2.wav,0,./audio/mixed_specs/1225.wav.npy,./audio/target_specs/e1-pick-100_split_29.wav.npy,./audio/noise_specs/2-28314-B-12_split_2.wav.npy
1226.wav,./audio/mixed/1226.wav,./audio/target/d2-pick-100_split_8.wav,./audio/noise/classical_piano_split_60.wav,1,./audio/mixed_specs/1226.wav.npy,./audio/target_specs/d2-pick-100_split_8.wav.npy,./audio/noise_specs/classical_piano_split_60.wav.npy
1227.wav,./audio/mixed/1227.wav,./audio/target/e2-pick2-tune_split_13.wav,./audio/noise/music_class_split_110.wav,2,./audio/mixed_specs/1227.wav.npy,./audio/target_specs/e2-pick2-tune_split_13.wav.npy,./audio/noise_specs/music_class_split_110.wav.npy
